Id,Geography,Total; Estimate; Total population
1600000US1822396,"Fairland town, Indiana",641
1600000US1822432,"Fairmount town, Indiana",2976
1600000US1822576,"Fairview Park town, Indiana",1204
1600000US1822738,"Farmersburg town, Indiana",1263
1600000US1822792,"Farmland town, Indiana",1283
1600000US1822990,"Ferdinand town, Indiana",2001
1600000US1823188,"Fillmore town, Indiana",574
1600000US1823278,"Fishers city, Indiana",87557
1600000US1823386,"Fish Lake CDP, Indiana",1500
1600000US1823692,"Flora town, Indiana",1957
1600000US1823728,"Florence CDP, Indiana",18
1600000US1823854,"Fontanet CDP, Indiana",360
1600000US1824250,"Fort Branch town, Indiana",2957
1600000US1824286,"Fortville town, Indiana",4323
1600000US1825000,"Fort Wayne city, Indiana",262450
1600000US1825090,"Fountain City town, Indiana",793
1600000US1825180,"Fowler town, Indiana",2272
1600000US1825198,"Fowlerton town, Indiana",304
1600000US1825288,"Francesville town, Indiana",913
1600000US1825306,"Francisco town, Indiana",546
1600000US1825324,"Frankfort city, Indiana",16226
1600000US1825450,"Franklin city, Indiana",24489
1600000US1825702,"Frankton town, Indiana",1879
1600000US1825720,"Fredericksburg CDP, Indiana",173
1600000US1825810,"Freelandville CDP, Indiana",837
1600000US1825864,"Freetown CDP, Indiana",320
1600000US1825882,"Fremont town, Indiana",2148
1600000US1825972,"French Lick town, Indiana",1924
1600000US1826152,"Fulton town, Indiana",420
1600000US1826206,"Galena CDP, Indiana",1819
1600000US1826242,"Galveston town, Indiana",1177
1600000US1826386,"Garrett city, Indiana",6762
1600000US1827000,"Gary city, Indiana",77416
1600000US1827054,"Gas City city, Indiana",5920
1600000US1827072,"Gaston town, Indiana",893
1600000US1827216,"Geneva town, Indiana",1366
1600000US1827270,"Gentryville town, Indiana",342
1600000US1827324,"Georgetown town, Indiana",3187
1600000US1828062,"Glenwood town, Indiana",221
1600000US1828332,"Goodland town, Indiana",990
1600000US1828386,"Goshen city, Indiana",33583
1600000US1828440,"Gosport town, Indiana",829
1600000US1828494,"Grabill town, Indiana",1471
1600000US1828692,"Grandview town, Indiana",803
1600000US1828800,"Granger CDP, Indiana",30717
1600000US1829358,"Greencastle city, Indiana",10426
1600000US1829448,"Greendale city, Indiana",4537
1600000US1829520,"Greenfield city, Indiana",21565
1600000US1829682,"Greensboro town, Indiana",148
1600000US1829718,"Greensburg city, Indiana",12056
1600000US1829754,"Greens Fork town, Indiana",403
1600000US1829772,"Greentown town, Indiana",2626
1600000US1829844,"Greenville town, Indiana",696
1600000US1829898,"Greenwood city, Indiana",55459
1600000US1830024,"Griffin town, Indiana",151
1600000US1830042,"Griffith town, Indiana",16468
1600000US1830060,"Grissom AFB CDP, Indiana",2499
1600000US1830402,"Hagerstown town, Indiana",1621
1600000US1830594,"Hamilton town, Indiana",1516
1600000US1830708,"Hamlet town, Indiana",721
1600000US1831000,"Hammond city, Indiana",77827
1600000US1831180,"Hanna CDP, Indiana",280
1600000US1831216,"Hanover town, Indiana",3483
1600000US1831396,"Hardinsburg town, Indiana",181
1600000US1831432,"Harlan CDP, Indiana",1649
1600000US1831486,"Harmony town, Indiana",716
1600000US1832170,"Harrodsburg CDP, Indiana",790
1600000US1832242,"Hartford City city, Indiana",6002
1600000US1832332,"Hartsville town, Indiana",421
1600000US1832494,"Hatfield CDP, Indiana",902
1600000US1832512,"Haubstadt town, Indiana",1471
1600000US1832584,"Hayden CDP, Indiana",1112
1600000US1832728,"Hazleton town, Indiana",339
1600000US1832818,"Hebron town, Indiana",3968
1600000US1833142,"Henryville CDP, Indiana",1949
1600000US1833178,"Herbst CDP, Indiana",33
1600000US1833187,"Heritage Lake CDP, Indiana",3000
1600000US1833392,"Hidden Valley CDP, Indiana",5344
1600000US1833466,"Highland town, Indiana",22938
1600000US1833484,"Highland CDP, Indiana",4539
1600000US1833862,"Hillsboro town, Indiana",578
1600000US1834096,"Hoagland CDP, Indiana",888
1600000US1834114,"Hobart city, Indiana",28573
1600000US1834294,"Holland town, Indiana",734
1600000US1834366,"Holton town, Indiana",494
1600000US1834420,"Homecroft town, Indiana",609
1600000US1834744,"Hope town, Indiana",2400
1600000US1834978,"Howe CDP, Indiana",493
1600000US1835086,"Hudson town, Indiana",584
1600000US1835104,"Hudson Lake CDP, Indiana",1257
1600000US1835266,"Huntertown town, Indiana",6857
1600000US1835284,"Huntingburg city, Indiana",6633
1600000US1835302,"Huntington city, Indiana",17214
1600000US1835500,"Hymera town, Indiana",723
1600000US1835536,"Idaville CDP, Indiana",564
1600000US1836003,"Indianapolis city (balance), Indiana",853431
1600000US1836306,"Indian Village town, Indiana",129
1600000US1836342,"Ingalls town, Indiana",2388
1600000US1837674,"Jalapa CDP, Indiana",248
1600000US1837692,"Jamestown town, Indiana",1044
1600000US1837764,"Jasonville city, Indiana",1851
1600000US1837782,"Jasper city, Indiana",15716
1600000US1838358,"Jeffersonville city, Indiana",46840
1600000US1838862,"Jonesboro city, Indiana",1364
1600000US1838916,"Jonesville town, Indiana",210
1600000US1839366,"Kempton town, Indiana",320
1600000US1839402,"Kendallville city, Indiana",9592
1600000US1839438,"Kennard town, Indiana",604
1600000US1839510,"Kent CDP, Indiana",105
1600000US1839546,"Kentland town, Indiana",1911
1600000US1839618,"Kewanna town, Indiana",580
1600000US1839744,"Kimmell CDP, Indiana",547
1600000US1839798,"Kingman town, Indiana",570
1600000US1839816,"Kingsbury town, Indiana",205
1600000US1839852,"Kingsford Heights town, Indiana",1370
1600000US1839942,"Kirklin town, Indiana",886
1600000US1840266,"Knightstown town, Indiana",2103
1600000US1840302,"Knightsville town, Indiana",684
1600000US1840374,"Knox city, Indiana",3520
1600000US1840392,"Kokomo city, Indiana",57941
1600000US1840464,"Koontz Lake CDP, Indiana",1521
1600000US1840518,"Kouts town, Indiana",1950
1600000US1840644,"Laconia town, Indiana",36
1600000US1840662,"La Crosse town, Indiana",552
1600000US1840698,"Ladoga town, Indiana",1210
1600000US1840788,"Lafayette city, Indiana",72174
1600000US1840842,"La Fontaine town, Indiana",779
1600000US1840860,"Lagrange town, Indiana",2802
1600000US1840896,"Lagro town, Indiana",472
1600000US1841058,"Lake Dalecarlia CDP, Indiana",1595
1600000US1841211,"Lake Holiday CDP, Indiana",960
1600000US1841444,"Lake Santee CDP, Indiana",902
1600000US1841530,"Lakes of the Four Seasons CDP, Indiana",7061
1600000US1841535,"Lake Station city, Indiana",12157
1600000US1841562,"Laketon CDP, Indiana",506
1600000US1841652,"Lake Village CDP, Indiana",750
1600000US1841670,"Lakeville town, Indiana",857
1600000US1841994,"Landess CDP, Indiana",102
1600000US1842048,"Lanesville town, Indiana",683
1600000US1842192,"La Paz town, Indiana",714
1600000US1842228,"Lapel town, Indiana",2201
1600000US1842246,"La Porte city, Indiana",21825
1600000US1842282,"Larwill town, Indiana",332
1600000US1842372,"Laurel town, Indiana",444
1600000US1842426,"Lawrence city, Indiana",48081
1600000US1842462,"Lawrenceburg city, Indiana",4981
1600000US1842606,"Leavenworth town, Indiana",355
1600000US1842624,"Lebanon city, Indiana",15710
1600000US1842678,"Leesburg town, Indiana",760
1600000US1842861,"Leo-Cedarville town, Indiana",3735
1600000US1843074,"Lewisville town, Indiana",396
1600000US1843434,"Liberty town, Indiana",1829
1600000US1843686,"Ligonier city, Indiana",4845
1600000US1844082,"Linden town, Indiana",743
1600000US1844190,"Linton city, Indiana",5288
1600000US1844370,"Little York town, Indiana",203
1600000US1844424,"Livonia town, Indiana",112
1600000US1844442,"Lizton town, Indiana",485
1600000US1844658,"Logansport city, Indiana",18169
1600000US1844784,"Long Beach town, Indiana",1126
1600000US1844910,"Loogootee city, Indiana",2712
1600000US1845000,"Losantville town, Indiana",252
1600000US1845144,"Lowell town, Indiana",9502
1600000US1845468,"Lynn town, Indiana",1091
1600000US1845486,"Lynnville town, Indiana",926
1600000US1845504,"Lyons town, Indiana",674
1600000US1845648,"McCordsville town, Indiana",6116
1600000US1845774,"Mackey town, Indiana",90
1600000US1845864,"Macy town, Indiana",253
1600000US1845990,"Madison city, Indiana",11920
1600000US1846422,"Manilla CDP, Indiana",297
1600000US1846746,"Marengo town, Indiana",793
1600000US1846908,"Marion city, Indiana",28490
1600000US1847160,"Markle town, Indiana",1311
1600000US1847178,"Markleville town, Indiana",489
1600000US1847322,"Marshall town, Indiana",261
1600000US1847448,"Martinsville city, Indiana",11647
1600000US1847592,"Matthews town, Indiana",645
1600000US1847628,"Mauckport town, Indiana",61
1600000US1848132,"Mecca town, Indiana",385
1600000US1848186,"Medaryville town, Indiana",538
1600000US1848240,"Medora town, Indiana",621
1600000US1848294,"Mellott town, Indiana",192
1600000US1848330,"Melody Hill CDP, Indiana",3625
1600000US1848384,"Memphis CDP, Indiana",941
1600000US1848402,"Mentone town, Indiana",1299
1600000US1848456,"Meridian Hills town, Indiana",1813
1600000US1848474,"Merom town, Indiana",225
1600000US1848528,"Merrillville town, Indiana",35183
1600000US1848563,"Metamora CDP, Indiana",207
1600000US1848636,"Mexico CDP, Indiana",751
1600000US1848744,"Michiana Shores town, Indiana",262
1600000US1848798,"Michigan City city, Indiana",31352
1600000US1848816,"Michigantown town, Indiana",483
1600000US1848924,"Middlebury town, Indiana",3535
1600000US1849014,"Middletown town, Indiana",2485
1600000US1849212,"Mier CDP, Indiana",78
1600000US1849266,"Milan town, Indiana",1934
1600000US1849320,"Milford town, Indiana",1538
1600000US1849536,"Millersburg town, Indiana",891
1600000US1849662,"Millhousen town, Indiana",139
1600000US1849716,"Milltown town, Indiana",897
1600000US1849806,"Milroy CDP, Indiana",715
1600000US1849860,"Milton town, Indiana",381
1600000US1849932,"Mishawaka city, Indiana",48582
1600000US1849950,"Mitchell city, Indiana",4280
1600000US1850058,"Modoc town, Indiana",200
1600000US1850148,"Monon town, Indiana",1918
1600000US1850202,"Monroe town, Indiana",874
1600000US1850526,"Monroe City town, Indiana",607
1600000US1850562,"Monroeville town, Indiana",1197
1600000US1850580,"Monrovia town, Indiana",1652
1600000US1850616,"Monterey town, Indiana",327
1600000US1850652,"Montezuma town, Indiana",914
1600000US1850688,"Montgomery town, Indiana",341
1600000US1850760,"Monticello city, Indiana",5298
1600000US1850778,"Montmorenci CDP, Indiana",250
1600000US1850796,"Montpelier city, Indiana",1701
1600000US1850940,"Mooreland town, Indiana",287
1600000US1850958,"Moores Hill town, Indiana",642
1600000US1850976,"Mooresville town, Indiana",9571
1600000US1851102,"Morgantown town, Indiana",954
1600000US1851138,"Morocco town, Indiana",1015
1600000US1851192,"Morristown town, Indiana",1228
1600000US1851318,"Mount Auburn town, Indiana",122
1600000US1851336,"Mount Ayr town, Indiana",120
1600000US1851354,"Mount Carmel town, Indiana",43
1600000US1851408,"Mount Etna town, Indiana",107
1600000US1851714,"Mount Summit town, Indiana",566
1600000US1851732,"Mount Vernon city, Indiana",6548
1600000US1851840,"Mulberry town, Indiana",1313
1600000US1851876,"Muncie city, Indiana",69237
1600000US1851912,"Munster town, Indiana",23005
1600000US1852002,"Napoleon town, Indiana",152
1600000US1852020,"Nappanee city, Indiana",6927
1600000US1852038,"Nashville town, Indiana",1219
1600000US1852326,"New Albany city, Indiana",36548
1600000US1852398,"New Amsterdam town, Indiana",20
1600000US1852524,"Newberry town, Indiana",188
1600000US1852650,"Newburgh town, Indiana",3280
1600000US1852704,"New Carlisle town, Indiana",1867
1600000US1852740,"New Castle city, Indiana",17476
1600000US1852776,"New Chicago town, Indiana",1803
1600000US1852956,"New Goshen CDP, Indiana",419
1600000US1852974,"New Harmony town, Indiana",738
1600000US1852992,"New Haven city, Indiana",15895
1600000US1853262,"New Market town, Indiana",560
1600000US1853298,"New Middletown town, Indiana",42
1600000US1853352,"New Palestine town, Indiana",2142
1600000US1853370,"New Paris CDP, Indiana",1456
1600000US1853388,"New Pekin town, Indiana",1570
1600000US1853478,"New Point town, Indiana",292
1600000US1853496,"Newport town, Indiana",420
1600000US1853532,"New Richmond town, Indiana",311
1600000US1853550,"New Ross town, Indiana",442
1600000US1853586,"New Salisbury CDP, Indiana",555
1600000US1853694,"Newtown town, Indiana",279
1600000US1853712,"New Trenton CDP, Indiana",331
1600000US1853820,"New Washington CDP, Indiana",531
1600000US1853874,"New Whiteland town, Indiana",5881
1600000US1854180,"Noblesville city, Indiana",59807
1600000US1854612,"North Crows Nest town, Indiana",46
1600000US1854900,"North Judson town, Indiana",2026
1600000US1854918,"North Liberty town, Indiana",1939
1600000US1854954,"North Manchester town, Indiana",6152
1600000US1855080,"North Salem town, Indiana",491
1600000US1855098,"North Terre Haute CDP, Indiana",4231
1600000US1855116,"North Vernon city, Indiana",6695
1600000US1855134,"North Webster town, Indiana",1287
1600000US1855350,"Norway CDP, Indiana",471
1600000US1855386,"Notre Dame CDP, Indiana",6720
1600000US1855710,"Oakland City city, Indiana",2374
1600000US1855800,"Oaktown town, Indiana",694
1600000US1856052,"Odon town, Indiana",1501
1600000US1856088,"Ogden Dunes town, Indiana",1195
1600000US1856286,"Oldenburg town, Indiana",641
1600000US1856664,"Onward town, Indiana",115
1600000US1856682,"Oolitic town, Indiana",1128
1600000US1856952,"Orestes town, Indiana",405
1600000US1857006,"Orland town, Indiana",419
1600000US1857024,"Orleans town, Indiana",2037
1600000US1857114,"Osceola town, Indiana",2712
1600000US1857132,"Osgood town, Indiana",1827
1600000US1857168,"Ossian town, Indiana",3899
1600000US1857258,"Otterbein town, Indiana",1220
1600000US1857384,"Otwell CDP, Indiana",426
1600000US1857510,"Owensburg CDP, Indiana",536
1600000US1857528,"Owensville town, Indiana",1291
1600000US1857546,"Oxford town, Indiana",1169
1600000US1857632,"Painted Hills CDP, Indiana",607
1600000US1857726,"Palmyra town, Indiana",1268
1600000US1857780,"Paoli town, Indiana",3665
1600000US1857870,"Paragon town, Indiana",605
1600000US1857978,"Parker City town, Indiana",1352
1600000US1858050,"Parkers Settlement CDP, Indiana",663
1600000US1858320,"Patoka town, Indiana",1205
1600000US1858392,"Patriot town, Indiana",449
1600000US1858662,"Pendleton town, Indiana",4269
1600000US1858788,"Pennville town, Indiana",794
1600000US1859238,"Perrysville town, Indiana",504
1600000US1859328,"Peru city, Indiana",11510
1600000US1859364,"Petersburg city, Indiana",2477
1600000US1859598,"Pierceton town, Indiana",832
1600000US1860084,"Pine Village town, Indiana",215
1600000US1860192,"Pittsboro town, Indiana",3224
1600000US1860246,"Plainfield town, Indiana",31012
1600000US1860264,"Plainville town, Indiana",447
